NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER,YearQuarter,YearQuarter_UniqueCarrierName,SGeneral_Admin,Mail,FUEL RATE,FUEL_EXP,FUEL_EXP/PAX ( in cents)
1852.08,1126.51,,,,,,27732.23,21223.68,6508.55,,,,,,27732.23,17743.02,5186.83,1224.56,1224.4,1.61,972.88,,252.43,,26605.72,,555.49,,,,170.09,725.57,1852.08,,1852.08,,,,1852.08,,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2009,4,20094,20094Air Transport International,#N/A,#N/A,#N/A,#N/A,#N/A
2139.1,1413.53,,,,,,36508.8,,36508.8,,,,,,36508.8,25306.8,5258.54,,3109.67,1.61,1163.78,,254.86,,35095.27,,555.49,,,,170.09,725.57,2139.1,,2139.1,,,,2139.1,,19874,8C,Air Transport International,8C,Air Transport International,6029,D,2,2,2009,4,20094,20094Air Transport International,#N/A,#N/A,#N/A,#N/A,#N/A
9260.18,13835.85,113231.64,,,,,,,,,,,,13026.98,126258.62,59621.74,17688.72,3862.26,18418.87,,5621.48,,7131.89,77.82,112422.77,-5396.81,755.15,,63.4,,6176.05,1597.79,15433.64,6173.45,9260.18,,,,9260.18,,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,6024,D,2,2,2009,1,20091,20091Air Wisconsin Airlines Corp,#N/A,#N/A,#N/A,#N/A,#N/A
10083.33,15516.71,122985.19,,,,,,,,,,,,13121.52,136106.7,65488.44,19104.61,4056.53,19002.32,,5789.69,,7111.52,36.89,120589.99,-5160.29,763.4,,110.38,,5669.45,1382.94,16899.65,6816.31,10083.33,,,,10083.33,,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,6024,D,2,2,2009,2,20092,20092Air Wisconsin Airlines Corp,#N/A,#N/A,#N/A,#N/A,#N/A
10562.39,14621.78,131280.07,,,,,,,,,,,,12514.79,143794.86,72108.96,21344.53,4089.97,18740.43,,5729.86,,7124.11,35.22,129173.09,-5014.25,775.49,,77.42,,7143.55,2982.21,17603.99,7041.6,10562.39,,,,10562.39,,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,6024,D,2,2,2009,3,20093,20093Air Wisconsin Airlines Corp,#N/A,#N/A,#N/A,#N/A,#N/A
11436.05,13499.57,128097.72,,,,,,,,,,,,11891.85,139989.57,71795.73,19833.34,4225.13,18259.11,,5113.74,,7208.12,54.83,126490,-4832.4,681.12,,190.53,,6299.02,2338.27,15837.84,4401.79,11436.05,,,,11436.05,,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,6024,D,2,2,2009,4,20094,20094Air Wisconsin Airlines Corp,#N/A,#N/A,#N/A,#N/A,#N/A
19.38,34.7,388.07,,24.89,,24.89,,,,19.43,9.88,9.54,,0.7,433.09,202.18,46.5,18.56,60.77,32.29,25.97,,12.12,,398.39,-2.36,-14.22,,,,1.26,-15.32,19.38,,19.38,,,,19.38,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,16030,L,3,3,2009,1,20091,20091AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
28687.74,47671.85,481051.12,,30855.86,,30855.86,4661.48,4661.48,,24081.75,12252.15,11829.59,,871.47,541521.68,250620.46,57646.33,23003.23,75335.62,40022.7,32194.3,,15027.2,,493849.83,-2925.05,-17626.11,,,,1567.05,-18984.11,28687.74,,28687.74,,,,28687.74,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,6030,D,3,3,2009,1,20091,20091AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
154.73,130.02,1077.18,,81.55,,81.55,,,,50.54,24.68,25.86,,2.06,1211.33,565.3,122.66,50.79,152.76,88.73,67.91,,33.17,,1081.31,-5.15,-33.12,,,,64.39,26.12,156.14,1.41,154.73,,,,154.73,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,16030,L,3,3,2009,2,20092,20092AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
78282.74,66036.42,534354.34,,40453.43,,40453.43,1539.43,1539.43,,25073.13,12244.49,12828.63,,1021.47,602441.8,280427.86,60846.91,25194.61,75781.17,44014.11,33685.87,,16454.85,,536405.39,-2555.94,-16430.07,,,,31943.16,12957.15,78993.57,710.83,78282.74,,,,78282.74,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,6030,D,3,3,2009,2,20092,20092AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
22.01,87.35,1298,,98.94,,98.94,,,,65.95,29.91,36.05,,2.22,1465.11,764.5,151.96,61.9,192.38,106.25,82.29,,18.49,,1377.77,-7.93,-41.02,,,,-15.89,-64.84,22.5,0.49,22.01,,,,22.01,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,16030,L,3,3,2009,3,20093,20093AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
10404.8,36946.29,526629.4,,40141.4,,40141.4,1508.56,1508.56,,26758.8,12134.03,14624.76,,899.18,595937.33,310174.19,61654.39,25115.57,78052.21,43106.53,33386.7,,7501.46,,558991.04,-3217.89,-16643.22,,,,-6447.65,-26308.77,10637.53,232.73,10404.8,,,,10404.8,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,6030,D,3,3,2009,3,20093,20093AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
46.84,76.42,1743.4,,112.12,,112.12,,,,87.62,44.13,43.49,,2.69,1945.82,1029.53,214.16,77.46,259.54,130.19,109.99,,48.54,,1869.41,-8.78,-64.55,,,,43.02,-30.32,46.1,-0.74,46.84,,,,46.84,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,16030,L,3,3,2009,4,20094,20094AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
17043.81,26027.29,532006.76,,34214.74,,34214.74,2707.23,2707.23,,26736.67,13465.96,13270.71,,820.62,596486.02,314167.48,65350.79,23636.58,79201.05,39728.01,33563.32,,14811.51,,570458.73,-2678.77,-19698.64,,,,13126.27,-9251.15,16776.14,-267.67,17043.81,,,,17043.81,,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,6030,D,3,3,2009,4,20094,20094AirTran Airways Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
-12151,4564,469168,6479,16436,11528,4908,2901,2901,,21337,14887,6450,1619,84107,602047,191696,71066,48966,104629,33620,45284,,38526,63696,597483,-19855,314,,-11979,,8566,-22954,-18390,-6239,-12151,,,,-12151,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,6031,D,3,3,2009,1,20091,20091Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
106,2247,46037,,771,289,482,,,,2094,1461,633,,2188,51090,20808,6932,4669,4267,3299,4122,,4746,,48843,-1807,29,,-1090,,780,-2088,159,53,106,,,,106,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2009,1,20091,20091Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-2051,-4030,35840,,544,158,386,123,123,,1151,947,204,,,37658,19826,5813,3254,3068,2878,3320,,3529,,41688,-1361,-9,,1581,,471,682,-3348,-1297,-2051,,,,-2051,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2009,2,20092,20092Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
27774,35389,543060,7236,22645,16789,5856,1868,1868,,21303,14347,6956,2020,113431,711563,252005,71489,49657,100437,43615,48431,,40736,69804,676174,-19848,-133,,23077,,6875,9971,45360,17586,27774,,,,27774,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,6031,D,3,3,2009,2,20092,20092Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-592,-261,21738,,1002,171,831,63,63,,513,513,,,,23316,9737,2567,1943,3810,1747,2052,,1721,,23577,-786,-13,,-260,,364,-695,-956,-364,-592,,,,-592,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2009,3,20093,20093Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
77904,144864,637660,7850,42904,18521,24383,1840,1840,,21573,15037,6536,2325,121472,835624,256964,64329,51134,100280,45976,54018,,43353,74706,690760,-20686,-351,,-7659,,9582,-19114,125750,47846,77904,,,,77904,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,6031,D,3,3,2009,3,20093,20093Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-905,-2677,41110,,1743,132,1611,177,168,9,989,989,,,,44019,19212,4304,3840,7197,3398,5134,,3611,,46696,-1573,90,,1379,,954,850,-1827,-922,-905,,,,-905,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2009,4,20094,20094Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
19596,28325,515828,8415,33998,13786,20212,2216,2109,107,19386,12409,6977,2041,118798,700682,243940,67067,47835,99860,42331,53772,,42266,75286,672357,-19594,1115,,15318,,11881,8720,37045,17449,19596,,,,19596,,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,6031,D,3,3,2009,4,20094,20094Alaska Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
40267,41209,97702,,11594,,11594,10127,10127,,1481,1005,476,,16105,137009,42220,14462,3191,15504,4467,9074,,6882,,95800,-1101,,,,,159,-942,40267,,40267,,,,40267,,20368,G4,Allegiant Air,G4,Allegiant Air,6035,D,2,2,2009,1,20091,20091Allegiant Air,#N/A,#N/A,#N/A,#N/A,#N/A
32979,33849,97637,,11970,,11970,9485,9485,,5406,1160,4246,,17660,142158,51044,16101,3482,16258,4394,9779,,7251,,108309,-1017,,,,,147,-870,32979,,32979,,,,32979,,20368,G4,Allegiant Air,G4,Allegiant Air,6035,D,2,2,2009,2,20092,20092Allegiant Air,#N/A,#N/A,#N/A,#N/A,#N/A
17236,18299,88041,,10340,,10340,11274,11274,,1507,1042,465,,16316,127478,53167,16693,3255,16273,3907,8251,,7633,,109179,-1040,,,,,-23,-1063,17236,,17236,,,,17236,,20368,G4,Allegiant Air,G4,Allegiant Air,6035,D,2,2,2009,3,20093,20093Allegiant Air,#N/A,#N/A,#N/A,#N/A,#N/A
14174,15163,91319,,10191,,10191,12297,12297,,1180,1003,177,,14833,129820,55641,19839,3453,15501,3689,8662,,7872,,114657,-917,,,,,-72,-989,14174,,14174,,,,14174,,20368,G4,Allegiant Air,G4,Allegiant Air,6035,D,2,2,2009,4,20094,20094Allegiant Air,#N/A,#N/A,#N/A,#N/A,#N/A
522.16,802.99,,4356.48,8829.17,8829.17,,,,,540.88,,540.88,,,13726.54,3981.47,1964.43,,,,,6262.26,715.4,,12923.55,,,,,,0.33,0.33,803.32,281.16,522.16,,,,522.16,,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,1146,D,1,1,2009,1,20091,20091Aloha Air Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
329,503,,3887,9341,9341,,,,,554,,554,,,13782,4264,1936,,,,,6216,863,,13279,,,,,,4,4,507,178,329,,,,329,,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,1146,D,1,1,2009,2,20092,20092Aloha Air Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
62,96,,3458,9267,9267,,,,,566,,566,,,13291,4621,1819,,,,,5658,1097,,13195,,,,,,-1,-1,95,33,62,,,,62,,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,1146,D,1,1,2009,3,20093,20093Aloha Air Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
-1114,-1720,,4400,9416,9416,,,,,756,,756,,,14572,3948,1161,,,,,10029,1154,,16292,,,,,,7,7,-1713,-599,-1114,,,,-1114,,21634,KH,Aloha Air Cargo,KH,Aloha Air Cargo,1146,D,1,1,2009,4,20094,20094Aloha Air Cargo,#N/A,#N/A,#N/A,#N/A,#N/A
4.85,44.66,,13.04,2000.14,2000.14,,40.15,,40.15,76.18,,76.18,,,2129.51,838.17,267.96,,112.74,5.71,641.99,,50.34,167.93,2084.85,-9.92,-3.08,,,,-53.31,-66.3,-21.64,-26.49,4.85,,,,4.85,,20151,M6,Amerijet International,M6,Amerijet International,6052,D,2,2,2009,1,20091,20091Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
56.38,519.39,,151.59,23260.84,23260.84,,466.9,,466.9,886,,886,,,24765.33,9747.59,3116.3,,1311.15,66.36,7466.14,,585.39,1953,24245.93,-115.37,-35.79,,,,-619.92,-771.08,-251.68,-308.06,56.38,,,,56.38,,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2009,1,20091,20091Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
48.19,55.58,,8.89,2023.76,2023.76,,38.89,,38.89,70.81,,70.81,,,2142.34,882.89,239.65,,105.32,3.91,631.82,,49.31,173.88,2086.77,-10.13,-4.29,,,,-52.27,-66.69,-11.11,-59.3,48.19,,,,48.19,,20151,M6,Amerijet International,M6,Amerijet International,6052,D,2,2,2009,2,20092,20092Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
561.86,647.91,,103.65,23593.42,23593.42,,453.4,,453.4,825.48,,825.48,,,24975.94,10292.87,2793.92,,1227.78,45.64,7365.9,,574.81,2027.11,24328.03,-118.12,-49.95,,,,-609.35,-777.42,-129.52,-691.38,561.86,,,,561.86,,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2009,2,20092,20092Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
-2347.63,-1560.05,,218.57,22349.6,22349.6,,219.43,,219.43,879.9,,879.9,,,23667.51,11606.79,2948.91,,1166.6,20.29,6930.95,,521.66,2032.35,25227.56,-121.51,-108.3,,-2.68,,-554.93,-787.42,-2347.47,0.16,-2347.63,,,,-2347.63,,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2009,3,20093,20093Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
-308.99,-205.34,,28.77,2941.59,2941.59,,28.88,,28.88,115.81,,115.81,,,3115.05,1527.66,388.13,,153.55,2.67,912.23,,68.66,267.49,3320.39,-15.99,-14.25,,-0.35,,-73.04,-103.64,-308.97,0.02,-308.99,,,,-308.99,,20151,M6,Amerijet International,M6,Amerijet International,6052,D,2,2,2009,3,20093,20093Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
54.2,154.56,,35.19,3333.03,3333.03,,174.78,,174.78,111.43,,111.43,,,3654.44,1735.84,373.73,,169.9,6.58,881.85,,62.75,269.24,3499.88,-15.04,-18.45,,,,-66.74,-100.23,54.33,0.13,54.2,,,,54.2,,20151,M6,Amerijet International,M6,Amerijet International,6052,D,2,2,2009,4,20094,20094Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
455.93,1300.09,,296.04,28036.66,28036.66,,1470.24,,1470.24,937.31,,937.31,,,30740.25,14601.44,3143.69,,1429.12,55.38,7417.91,,527.87,2264.76,29440.16,-126.49,-155.2,,,,-561.39,-843.07,457.02,1.09,455.93,,,,455.93,,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2009,4,20094,20094Amerijet International,#N/A,#N/A,#N/A,#N/A,#N/A
-5474.66,-4761.32,,68.63,30505.74,30505.74,,13191.14,,13191.14,,,,,1236.17,45001.68,25697.41,6209.47,,11853.27,1457.22,3864.03,,681.61,,49763.01,,-573.56,128.21,,,-267.98,-713.34,-5474.66,,-5474.66,,,,-5474.66,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,16061,L,2,2,2009,1,20091,20091Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-9104.18,-8892.57,,50.38,24712.95,24712.95,,11778.62,,11778.62,,,,,9127.56,45669.51,30239.35,6647.69,,11394.98,1598.89,3939.27,,741.89,,54562.07,,-416.78,492.94,,,-287.77,-211.61,-9104.18,,-9104.18,,,,-9104.18,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,16061,L,2,2,2009,2,20092,20092Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1454.46,-1454.46,,,64.64,64.64,,,,,,,,,0.08,64.71,998.25,0.54,,183.29,336.47,,,0.63,,1519.17,,,,,,,,-1454.46,,-1454.46,,,,-1454.46,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,6061,D,2,2,2009,2,20092,20092Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1691.7,-1691.7,,,161.36,161.36,,,,,,,,,,161.36,1184.23,3.99,,370.85,84.64,208.72,,0.63,,1853.06,,,,,,,,-1691.7,,-1691.7,,,,-1691.7,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,6061,D,2,2,2009,3,20093,20093Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1422.68,-9417.3,,6.68,45758.74,45758.74,,9841.77,,9841.77,,,,,1010.58,56617.78,39066.03,6381.13,,13432.32,2842,3735.79,,577.8,,66035.07,,-207.29,-581.66,,,8783.57,7994.62,-1422.68,,-1422.68,,,,-1422.68,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,16061,L,2,2,2009,3,20093,20093Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-2761.22,-2761.22,,,246.97,246.97,,,,,,,,,0.02,246.99,2255.68,3.49,,431.72,125.9,190.79,,0.63,,3008.22,,,,,,,,-2761.22,,-2761.22,,,,-2761.22,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,6061,D,2,2,2009,4,20094,20094Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
27.7,329.26,,6.78,54268.13,54268.13,,18879.36,,18879.36,,,,,1158.8,74313.06,43522.14,6814.73,,15020.45,3322.52,4705.58,,598.39,,73983.81,,-276.01,51.92,-1.87,,-75.61,-301.56,27.7,,27.7,,,,27.7,,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,16061,L,2,2,2009,4,20094,20094Arrow Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-122.64,3101.9,,,,,,51222.67,,51222.67,,,,,60.47,51283.15,16881.02,17131.28,,1873.76,43.8,6271.81,,5979.59,,48181.24,-922.04,13.1,,,,-60.21,-969.15,2132.75,2255.4,-122.64,,,,-122.64,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,6170,D,2,2,2009,1,20091,"20091Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
5774.35,7165.05,,13.77,,,,22042.73,,22042.73,,,,,,22056.51,4557.36,4268.41,,723.71,5.64,3485.11,,1851.24,,14891.46,-395.78,5.65,,,,-28.34,-418.47,6746.58,972.23,5774.35,,,,5774.35,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16171,L,2,2,2009,1,20091,"20091Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
526.95,595.14,,,,,,1610.04,,1610.04,,,,,,1610.04,504.89,189.97,,43.19,62.14,180.13,,34.59,,1014.9,-12.32,-0.09,,,,-0.95,-13.35,581.79,54.84,526.95,,,,526.95,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16170,A,2,2,2009,2,20092,"20092Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
1395.09,4859.67,,,,,,52369.54,,52369.54,,,,,117.1,52486.64,17091.36,13845.42,,1646.21,61.11,8963.79,,6019.09,,47626.97,-906.79,-4.12,,,,-42.65,-953.57,3906.11,2511.02,1395.09,,,,1395.09,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,6170,D,2,2,2009,2,20092,"20092Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
4223.54,5663.92,,9.78,,,,22449.97,,22449.97,,,,,,22459.74,6052.92,4142.46,,670.13,134.82,3784.69,,2010.8,,16795.82,-343.64,-1.77,,,,-18.55,-363.95,5299.97,1076.43,4223.54,,,,4223.54,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16171,L,2,2,2009,2,20092,"20092Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
-22340.88,-19452.93,,,,,,36350.56,,36350.56,,,,,160.17,36510.73,19018.74,13777.16,,977.01,91.64,15798.93,,6300.19,,55963.66,-867.29,3.11,,,,-36.18,-900.36,-20353.29,1987.59,-22340.88,,,,-22340.88,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,6170,D,2,2,2009,3,20093,"20093Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
4975.03,7088.95,,4.59,,,,31428,,31428,,,,,,31432.59,7862.62,5835.23,,850.15,187.7,8171.02,,1436.92,,24343.65,-254.87,2.86,,,,-33.28,-285.29,6803.65,1828.62,4975.03,,,,4975.03,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16171,L,2,2,2009,3,20093,"20093Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
23879.96,23930.01,,,,,,24747.05,,24747.05,,,,,,24747.05,335.04,153.58,,38.4,37.8,229.73,,22.5,,817.05,-4.55,0.07,,,,-0.82,-5.29,23924.71,44.76,23879.96,,,,23879.96,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16170,A,2,2,2009,3,20093,"20093Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
-5388.06,-2214.71,,,,,,37183.04,,37183.04,,,,,80.24,37263.28,16151.4,8959.01,,1028.05,119.09,6824.92,,6395.53,,39477.98,-486.07,4.83,,,,-76.63,-557.87,-2772.58,2615.48,-5388.06,,,,-5388.06,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,6170,D,2,2,2009,4,20094,"20094Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
-75.72,-75.72,,,,,,,,,,,,,,,66.61,9.11,,,,,,,,75.72,,,,,,,,-75.72,,-75.72,,,,-75.72,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16170,A,2,2,2009,4,20094,"20094Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
11023,14568.27,,0.6,,,,38473.48,,38473.48,,,,,,38474.08,10987.86,4028.65,,1137.35,262.58,6290.92,,1198.45,,23905.81,-538.28,5.41,,,,-85.75,-618.62,13949.65,2926.65,11023,,,,11023,,20357,ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,16171,L,2,2,2009,4,20094,"20094Astar USA, LLC",#N/A,#N/A,#N/A,#N/A,#N/A
2757.86,4479.77,,,17721.01,17721.01,,2497.82,,2497.82,2878.95,,2878.95,,,23097.78,10318.45,3841.61,,1453.97,330.51,1957.79,,694.97,20.71,18618.01,-924.14,,-13.06,,,666.42,-270.77,4208.99,1451.13,2757.86,,,,2757.86,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,6087,D,3,3,2009,1,20091,20091Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
27311.82,40397.95,,,159805.74,159805.74,,22524.98,,22524.98,25961.98,,25961.98,,,208292.7,93050.39,34643.12,,13111.75,2980.47,17655.07,,6267.19,186.76,167894.75,,,,,,,,40397.95,13086.14,27311.82,,,,27311.82,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2009,1,20091,20091Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
1445.65,3365.4,,,19975.33,19975.33,,4347.11,,4347.11,2286.92,,2286.92,,,26609.36,12147.06,5622.04,,2072.06,430.48,2022.16,,918.5,31.65,23243.95,-1009.56,,3.14,,,,-1006.41,2358.99,913.34,1445.65,,,,1445.65,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,6087,D,3,3,2009,2,20092,20092Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
10389.31,24185.88,,,143555.22,143555.22,,31241.04,,31241.04,16435.24,,16435.24,,,191231.5,87296.4,40403.5,,14891.09,3093.68,14532.52,,6600.94,227.48,167045.61,-7255.31,,22.59,,,,-7232.72,16953.17,6563.86,10389.31,,,,10389.31,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2009,2,20092,20092Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
1929.74,4141.31,,,20820.73,20820.73,,6640.84,,6640.84,2110.38,,2110.38,,,29571.94,13419.79,5198.94,,2497.89,476.28,2646.6,,1138.22,52.93,25430.63,-1002.36,,8.9,,,,-993.45,3147.86,1218.12,1929.74,,,,1929.74,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,6087,D,3,3,2009,3,20093,20093Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
13263.7,28464.54,,,143107.5,143107.5,,45644.61,,45644.61,14505.3,,14505.3,,,203257.4,92238.47,35733.95,,17168.78,3273.6,18190.92,,7823.37,363.78,174792.86,-6889.51,,61.19,,,,-6828.32,21636.22,8372.52,13263.7,,,,13263.7,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2009,3,20093,20093Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
3987.26,7238.67,,,23743.59,23743.59,,13645.88,,13645.88,2420.35,,2420.35,,,39809.82,17898.5,5667.36,,2836.61,793.03,4201.12,,1127.35,47.19,32571.15,-1006.45,,-10.35,,,,-1016.79,6221.87,2234.62,3987.26,,,,3987.26,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,6087,D,3,3,2009,4,20094,20094Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
25882.75,46988.81,,,154128.24,154128.24,,88580.35,,88580.35,15711.39,,15711.39,,,258419.98,116185.64,36788.9,,18413.49,5147.85,27270.96,,7318.01,306.32,211431.16,-6533.2,,-67.17,,,,-6600.37,40388.45,14505.7,25882.75,,,,25882.75,,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2009,4,20094,20094Atlas Air Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
612.86,887.4,,,,,,6202.22,6202.22,,6682.84,,6682.84,,,12885.06,5408.68,1576.62,,,,,4581.08,279.41,151.87,11997.66,-290.02,,,,,15.47,-274.54,612.86,,612.86,,,,612.86,,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,1150,D,1,1,2009,3,20093,20093Avjet Corporation,#N/A,#N/A,#N/A,#N/A,#N/A
