NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER,YearQuarter,YearQuarter_UniqueCarrierName,SGeneral_Admin,Mail,FUEL RATE,FUEL_EXP,FUEL_EXP/PAX ( in cents)
4407.02,-1549.9,0,5275.83,,2097.5,0,,0,9452.73,,0,81.78,0,1577.85,18485.7,6101.74,6605.31,0,2290.18,172.26,1631.95,0,3234.16,0,20035.59,0,0,0,0,0,5956.92,5956.92,4407.02,0,4407.02,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,6699,D,2,2,2020,4,20204,20204Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
7909.72,8004.23,0,0,,0,0,,0,9147.3,,0,1598.79,0,0,10746.09,1544.38,497.93,0,652.12,7.21,40.21,0,0,0,2741.86,0,0,0,0,0,-9.59,-9.59,7994.64,84.92,7909.72,0,0,0,,0,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2020,4,20204,20204Lynden Air Cargo Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
359.88,1309.91,15960.64,0,,0,0,,0,0,,0,0,0,0,15960.64,4745.81,5862.06,780.17,118.61,0,1349.01,0,1795.08,0,14650.73,0,-1035.9,0,0,0,85.87,-950.03,359.88,0,359.88,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,1,20201,20201Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
4429.4,14184.29,163935.17,0,,0,0,,0,0,,0,0,0,0,163935.17,46896.62,61418.77,7871.57,1217.86,0,13851.66,0,18494.41,0,149750.88,0,-10636.64,0,0,0,881.74,-9754.89,4429.4,0,4429.4,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,6689,D,2,2,2020,1,20201,20201Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
295.45,-1227.31,2800.22,0,,0,0,,0,0,,0,0,0,0,2800.22,1478.46,1171.39,219.17,21.71,0,346,0,790.79,0,4027.53,0,-418.45,0,0,0,1941.21,1522.76,295.45,0,295.45,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,2,20202,20202Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
9935.65,-26269.57,70297.85,0,,0,0,,0,0,,0,0,0,0,70297.85,35037.7,27832.89,5305.98,516.18,0,8226.48,0,19648.17,0,96567.41,0,-9949.16,0,0,0,46154.37,36205.22,9935.65,0,9935.65,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,6689,D,2,2,2020,2,20202,20202Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
1968.16,979.43,4224.56,0,,0,0,,0,0,,0,0,0,0,4224.56,1483.17,1876.01,211.09,16.78,0,-1145.14,0,803.23,0,3245.13,0,-380.23,0,0,0,1646.88,1266.65,2246.08,277.91,1968.16,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,3,20203,20203Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
50054.25,26463.66,103481.85,0,,0,0,,0,0,,0,0,0,0,103481.85,34500.45,44826.42,4975.15,400.27,0,-27322.24,0,19638.14,0,77018.19,0,-9072.05,0,0,0,39293.49,30221.43,56685.09,6630.84,50054.25,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,6689,D,2,2,2020,3,20203,20203Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
1992.96,1713.17,11281.01,0,,0,0,,0,0,,0,0,0,0,11281.01,2934.13,4384.51,507.99,70.77,0,194.63,0,1475.81,0,9567.84,0,-713.17,0,0,0,992.96,279.79,1992.96,0,1992.96,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,11022,L,2,2,2020,4,20204,20204Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
28267.47,24984.26,138273.71,0,,0,0,,0,0,,0,0,0,0,138273.71,35977.06,49300.83,6103.13,830.43,0,2283.92,0,18794.07,0,113289.44,0,-8368.89,0,0,0,11652.1,3283.21,28267.47,0,28267.47,0,0,0,,0,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,6689,D,2,2,2020,4,20204,20204Mesa Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-3296.47,-3291.64,0,0,,0,0,,4664.95,0,,0,0,0,0,4664.95,4612.87,897.01,405.15,362.74,0.1,1106.21,,572.51,0,7956.59,-0.49,0,-5.54,0,0,1.2,-4.83,-3296.47,0,-3296.47,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,7029,D,2,2,2020,1,20201,20201National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-3280.61,-3275.78,0,0,,0,0,,0,25121.93,,0,0,0,0,25121.93,22556.98,1889.3,0,1661.98,0.1,1106.21,,1183.14,0,28397.71,-0.49,0,-5.54,0,0,1.2,-4.83,-3280.61,0,-3280.61,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2020,1,20201,20201National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-2102.48,-2048.52,0,0,,0,0,,4324.11,0,,0,2334.8,0,0,6658.9,5131.95,1117.8,561.59,357.53,0.14,1060,,478.42,0,8707.42,-34.62,0,-18.21,0,0,-1.12,-53.96,-2102.48,0,-2102.48,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,7029,D,2,2,2020,2,20202,20202National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
16901.65,16955.61,0,0,,0,0,,0,39048.61,,0,0,0,0,39048.61,14947.5,3612.47,0,1252.19,0.14,1060,,1220.72,0,22093.01,-34.62,0,-18.21,0,0,-1.12,-53.96,16901.65,0,16901.65,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2020,2,20202,20202National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-1907.33,-6616.67,0,0,,0,0,,1444.81,0,,0,5108.96,0,0,6553.77,7817.13,1985.07,815.25,619.38,0,1363.04,,570.55,0,13170.43,-28.36,0,-14.72,0,0,4752.42,4709.34,-1907.33,0,-1907.33,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,7029,D,2,2,2020,3,20203,20203National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
7935.85,4810.66,0,0,,0,0,,0,22161.96,,0,5108.96,0,0,27270.92,15400.03,3361.71,0,1192.39,0,1435.28,,1070.85,0,22460.26,-28.36,0,-14.72,0,0,3168.28,3125.2,7935.85,0,7935.85,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2020,3,20203,20203National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
7682.84,1207.1,0,0,,0,0,,12921.13,0,,0,-706.43,0,0,12214.7,7702.7,1131.05,791.16,680.18,0.8,863.11,,-161.4,0,11007.61,-68.55,0,-16.17,0,0,6560.46,6475.74,7682.84,0,7682.84,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,7029,D,2,2,2020,4,20204,20204National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
47755.23,39785.89,0,0,,0,0,,0,77339.53,,0,-1593.57,0,0,75745.96,26822.77,3639.36,0,2103.76,1.81,2050.52,,1341.85,0,35960.06,-68.55,0,-16.17,0,0,8054.05,7969.34,47755.23,0,47755.23,0,0,0,,0,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airline,11049,I,2,2,2020,4,20204,20204National Air Cargo Group Inc d/ba National Airlines,#N/A,#N/A,#N/A,#N/A,#N/A
-172.38,-172.38,0,3557.41,,2832.35,0,,0,4360.54,,0,1445.74,0,190.14,12386.18,3575.36,2991.37,,,,,4138.45,411.48,1441.9,12558.55,0,0,0,0,0,0,0,-172.38,0,-172.38,0,0,0,-172.38,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,6721,D,1,1,2020,1,20201,20201Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-144.07,-144.07,0,2973.28,,2367.27,0,,0,3644.53,,0,1208.35,0,158.92,10352.36,2988.28,2500.19,,,,,3458.91,343.91,1205.14,10496.43,0,0,0,0,0,0,0,-144.07,0,-144.07,0,0,0,-144.07,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,1,1,2020,1,20201,20201Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
3822.65,1012.88,0,1900.63,,1442.68,0,,0,2452.71,,0,949.43,0,131.08,6876.52,1629.46,2005.43,,,,,1135.95,180.24,912.57,5863.64,0,0,0,0,0,2809.77,2809.77,3822.65,0,3822.65,0,0,0,3822.65,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,1,1,2020,2,20202,20202Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
10556.33,2797.1,0,5248.62,,3984,0,,0,6773.2,,0,2621.86,0,361.99,18989.66,4499.78,5538.03,,,,,3136.96,497.73,2520.07,16192.56,0,0,0,0,0,7759.23,7759.23,10556.33,0,10556.33,0,0,0,10556.33,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,6721,D,1,1,2020,2,20202,20202Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
5425.73,595.06,0,3306.13,,2778.34,0,,0,5285.5,,0,1747.35,0,170.48,13287.8,4471.7,3731.54,,,,,2812.73,579.99,1096.77,12692.74,0,0,0,0,0,4830.67,4830.67,5425.73,0,5425.73,0,0,0,5425.73,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,1,1,2020,3,20203,20203Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
6445.2,706.87,0,3927.33,,3300.38,0,,0,6278.62,,0,2075.68,0,202.51,15784.52,5311.92,4432.68,,,,,3341.23,688.97,1302.85,15077.65,0,0,0,0,0,5738.33,5738.33,6445.2,0,6445.2,0,0,0,6445.2,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,6721,D,1,1,2020,3,20203,20203Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1196.2,-984.69,0,4237.44,,1954.9,0,,0,5256.22,,0,2572.31,0,316.82,14337.69,4872.51,5214.62,,,,,2839.4,948.65,1447.2,15322.38,0,0,0,0,-211.52,0,-211.52,-1196.2,0,-1196.2,0,0,0,-1196.2,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,11041,I,1,1,2020,4,20204,20204Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-1054.64,-868.16,0,3735.96,,1723.55,0,,0,4634.17,,0,2267.89,0,279.32,12640.9,4295.88,4597.5,,,,,2503.37,836.38,1275.93,13509.05,0,0,0,0,-186.48,0,-186.48,-1054.64,0,-1054.64,0,0,0,-1054.64,0,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,6721,D,1,1,2020,4,20204,20204Northern Air Cargo Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
804.52,1079.13,0,0,,0,0,,12003.43,-1.53,,0,0,0,1.76,12003.66,5565.73,1023.08,1185.88,1171.33,1.81,643.19,0,1332.3,1.22,10924.53,0,-420.43,0,0,0,145.81,-274.61,804.52,0,804.52,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,6738,D,2,2,2020,1,20201,20201Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
13094.69,15772.46,0,0,,0,0,,133551.98,0,,0,0,0,17.2,133569.18,64321.08,11114.48,11563.59,11421.62,17.65,6271.73,0,13074.69,11.89,117796.72,0,-4099.58,0,0,0,1421.81,-2677.76,13094.69,0,13094.69,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2020,1,20201,20201Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
525.45,273.32,0,0,,0,0,,1553.23,-7.48,,0,0,0,0,1545.75,682.24,143.76,116.24,111.34,0.09,75.82,0,142.94,0,1272.43,0,-47.46,0,0,-30.89,330.48,252.14,525.45,0,525.45,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,6738,D,2,2,2020,2,20202,20202Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
54924,29465.73,0,0,,0,0,,156557.98,0,,0,0,0,0,156557.98,67382.25,14705.68,11736.81,11242.37,9.03,7655.21,0,14360.9,0,127092.24,0,-4791.55,0,0,-3119.11,33368.92,25458.27,54924,0,54924,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2020,2,20202,20202Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
785.93,359.05,0,0,,0,0,,2307.16,0.37,,0,0,0,0,2307.54,956.44,214.74,228.4,211.93,0.25,119.72,0,217.01,0.01,1948.49,0,-63.21,0,0,0,490.1,426.89,785.93,0,785.93,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,6738,D,2,2,2020,3,20203,20203Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
53907.06,25129.77,0,0,,0,0,,156846.64,0,,0,0,0,0,156846.64,64844.26,14438.99,15396.76,14286.47,16.66,8070.3,0,14662.61,0.83,131716.87,0,-4260.79,0,0,0,33038.08,28777.29,53907.06,0,53907.06,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2020,3,20203,20203Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-24717.45,-957.02,0,0,,0,0,,114829.33,0,,0,0,0,0,114829.33,58108,13100.74,11550.82,11934.43,15.88,6932.64,0,14143.85,0,115786.35,0,-4021.37,0,0,0,900.61,-3120.77,-4077.79,20639.66,-24717.45,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,16736,I,2,2,2020,4,20204,20204Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-471.36,-36.32,0,0,,0,0,,1946.25,28.65,,0,0,0,0,1974.89,971.89,231.63,211.49,218.51,0.29,126.93,0,250.47,0,2011.21,0,-73.63,0,0,0,16.49,-57.14,-93.46,377.9,-471.36,0,0,0,,0,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,6738,D,2,2,2020,4,20204,20204Omni Air International LLC,#N/A,#N/A,#N/A,#N/A,#N/A
-66.85,-148.01,0,0,76374.7,76374.7,0,4023.71,0,4023.71,129972.92,0,129972.92,0,0,210371.32,173277.76,596.87,0,22329.28,6660.84,2116.27,,138.56,5399.76,210519.33,4.57,0,76.59,0,0,0,81.16,-66.85,0,-66.85,0,0,0,-66.85,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2020,1,20201,20201Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-36.65,-38.78,0,0,1997.94,1997.94,0,105.26,0,105.26,3400.05,0,3400.05,0,0,5503.25,4567.8,15.61,0,584.13,174.25,55.36,,3.63,141.26,5542.03,0.12,0,2,0,0,0,2.12,-36.65,0,-36.65,0,0,0,-36.65,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2020,1,20201,20201Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
103.51,83.57,0,0,18758.02,18758.02,0,988.24,0,988.24,31922.02,0,31922.02,0,0,51668.28,42437.99,146.6,0,5484.19,1635.94,519.77,,34.03,1326.21,51584.71,1.12,0,18.81,0,0,0,19.93,103.51,0,103.51,0,0,0,103.51,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,6758,D,3,3,2020,1,20201,20201Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-61.47,638.53,0,0,185444.84,185444.84,0,5830.99,0,5830.99,103921.53,0,103921.53,0,0,295197.36,256125.2,456.15,0,22701.69,6904.07,2864.63,,149.35,5357.74,294558.83,-306.72,0,-389.45,0,0,0,-696.17,-57.64,3.83,-61.47,0,0,0,-61.47,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2020,2,20202,20202Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-33.52,128.98,0,0,43050.14,43050.14,0,1353.64,0,1353.64,24124.89,0,24124.89,0,0,68528.67,59477.5,105.89,0,5270.09,1602.75,665.01,,34.67,1243.77,68399.69,-71.2,0,-90.41,0,0,0,-161.61,-32.63,0.89,-33.52,0,0,0,-33.52,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,6758,D,3,3,2020,2,20202,20202Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
94.98,131.98,0,0,9801.82,9801.82,0,308.2,0,308.2,5492.85,0,5492.85,0,0,15602.86,13439.44,24.11,0,1199.91,364.92,151.41,,7.89,283.19,15470.88,-16.21,0,-20.58,0,0,0,-36.8,95.19,0.2,94.98,0,0,0,94.98,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2020,2,20202,20202Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-59.2,-42.42,0,0,3560.08,3560.08,0,224.86,0,224.86,2456.22,0,2456.22,0,0,6241.16,5376.6,11.1,0,548.4,143.79,48.08,,3.13,152.48,6283.58,-6.67,0,-14.17,0,0,4.06,-16.78,-59.2,0,-59.2,0,0,0,-59.2,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2020,3,20203,20203Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-13.8,161.63,0,0,37222.44,37222.44,0,2351.07,0,2351.07,25681.05,0,25681.05,0,0,65254.56,55610.04,116.06,0,5733.77,1503.37,502.71,,32.75,1594.24,65092.93,-69.72,0,-148.13,0,0,42.41,-175.43,-13.8,0,-13.8,0,0,0,-13.8,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,6758,D,3,3,2020,3,20203,20203Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
73.01,951.76,0,0,186450.8,186450.8,0,11776.75,0,11776.75,128638.86,0,128638.86,0,0,326866.41,278413.93,581.33,0,28720.99,7530.53,2518.13,,164.04,7985.68,325914.64,-349.24,0,-741.97,0,0,212.45,-878.76,73.01,0,73.01,0,0,0,73.01,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2020,3,20203,20203Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-43.58,-25.24,0,0,3285.16,3285.16,0,321.28,0,321.28,2560.65,0,2560.65,0,0,6167.09,5266.99,12.03,0,559.87,148.11,46.33,,3.7,155.29,6192.32,-6.29,0,-13.89,0,0,1.9,-18.28,-43.52,0.07,-43.58,0,0,0,-43.58,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2020,4,20204,20204Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-16.95,188.29,0,0,36752.24,36752.24,0,3594.3,0,3594.3,28646.92,0,28646.92,0,0,68993.46,58453.11,134.61,0,6263.46,1656.95,518.35,,41.36,1737.34,68805.17,-70.4,0,-155.36,0,0,21.29,-204.47,-16.18,0.77,-16.95,0,0,0,-16.95,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,6758,D,3,3,2020,4,20204,20204Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
60.53,1094.75,0,0,185194.01,185194.01,0,18111.64,0,18111.64,144351.4,0,144351.4,0,0,347657.05,294398.45,678.28,0,31561.49,8349.34,2611.96,,208.39,8754.4,346562.3,-354.76,0,-782.83,0,0,107.26,-1030.33,64.42,3.89,60.53,0,0,0,60.53,0,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2020,4,20204,20204Polar Air Cargo Airways,#N/A,#N/A,#N/A,#N/A,#N/A
-14066.11,-17361.7,208755.66,0,,0,0,,0,0,,0,-1,0,0,208754.67,112791.61,64774.47,17166.88,8676.24,0,16650.38,0,6056.78,0,226116.36,0,-645.14,0,0,2.42,-180.98,-823.69,-18185.39,-4119.28,-14066.11,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,7028,D,2,2,2020,1,20201,20201PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-2.1,-3.09,62.65,0,,0,0,,0,0,,0,0,0,0,62.65,33.09,18.36,5.15,2.58,0,4.96,0,1.59,0,65.73,0,-0.19,0,0,0,-0.05,-0.25,-3.33,1.24,-2.1,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2020,1,20201,20201PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-12400.58,-61818.21,129597.72,0,,0,0,,0,0,,0,0,0,0,129597.72,97768.79,39043.6,12074.5,7535.25,0,18023.96,0,16969.82,0,191415.93,0,-808.11,0,0,-18.09,46748.48,45922.28,-15895.93,-3495.35,-12400.58,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,7028,D,2,2,2020,2,20202,20202PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2020,2,20202,20202PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-38598.38,-99311.98,91703.46,0,,0,0,,0,0,,0,0,0,0,91703.46,97463.35,49018.67,13050.13,7414.56,0,18299.96,0,5768.77,0,191015.44,0,-744.76,0,0,6.92,50007.46,49269.62,-50042.36,-11443.98,-38598.38,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,7028,D,2,2,2020,3,20203,20203PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2020,3,20203,20203PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-52250.24,-62757.45,111532.21,0,,0,0,,0,0,,0,0,0,0,111532.21,88707.81,40518.79,16417.46,6725.94,0,15899.27,0,6020.39,0,174289.66,0,-1201.37,0,0,-2329.14,-2711.6,-6242.11,-68999.56,-16749.31,-52250.24,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,7028,D,2,2,2020,4,20204,20204PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
-20.71,-24.91,44.63,0,,0,0,,0,0,,0,0,0,0,44.63,35.49,16.1,6.57,2.66,0,6.32,0,2.41,0,69.54,0,-0.48,0,0,-0.93,-1.09,-2.5,-27.41,-6.7,-20.71,0,0,0,,0,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2020,4,20204,20204PSA Airlines Inc.,#N/A,#N/A,#N/A,#N/A,#N/A
405.9,833.93,8087.27,0,,0,0,,0,0,,0,116.84,0,0,8204.12,2255.12,2529.51,685.72,104.94,0,541.32,0,1253.57,0,7370.19,-309.79,-9.56,0,0,0,30.97,-288.38,545.56,139.66,405.9,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2020,1,20201,20201Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
17083.59,35104.34,340488.45,0,,0,0,,0,0,,0,4919.31,0,0,345407.76,94945.16,106501.41,28870.03,4418.51,0,22791.52,0,52776.79,0,310303.42,-13042.76,-402.22,0,0,0,1304.08,-12140.9,22963.44,5879.85,17083.59,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,6003,D,3,3,2020,1,20201,20201Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
-44.67,-267.51,924.35,0,,0,0,,0,0,,0,8.52,0,0,932.86,420.81,244.04,116.41,13.41,0,105.65,0,300.06,0,1200.37,-71.17,-2.49,0,0,0,280.71,207.05,-60.46,-15.79,-44.67,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2020,2,20202,20202Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
74164.17,-47850.79,165094.19,0,,0,0,,0,0,,0,1520.81,0,0,166615,75162.65,43623.28,20793.58,2399.28,0,18889.98,0,53597.03,0,214465.8,-12711.53,-444.25,0,0,0,132350.39,119194.61,71343.81,-2820.35,74164.17,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,6003,D,3,3,2020,2,20202,20202Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
115.91,-94.27,615.4,0,,0,0,,0,0,,0,-4.89,0,0,610.51,222.68,209.59,67.01,7,0,31.96,0,166.54,0,704.78,-37.94,-1.42,0,0,0,289.29,249.92,155.65,39.74,115.91,0,0,0,,0,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2020,3,20203,20203Republic Airline,#N/A,#N/A,#N/A,#N/A,#N/A
